text,text_clean,rating,sentiment
"Sidah sampai gan, tks sendalnya mantap",sidah sampai gan tks sendalnya mantap,5,Positive
Sip barangnya sudah sampai,sip barangnya sudah sampai,5,Positive
"Kualitas dan akurasi produk memuaskan, terimakasih",kualitas dan akurasi produk memuaskan terimakasih,5,Positive
Barang bagus. kualitas oke banget. harga terjangkau.,barang bagus kualitas oke banget harga terjangkau,5,Positive
"Barang sudah diterima, sandalnya keren. Maju terus produk lokal indonesia👍",barang sudah diterima sandalnya keren maju terus produk lokal indonesia,5,Positive
"Terima kasih... Bagus barangnya, pengiriman cepat juga.",terima kasih bagus barangnya pengiriman cepat juga,5,Positive
"Barang mantap,pas sesuai pesanan..",barang mantap pas sesuai pesanan,5,Positive
"barang tepat waktu, semoga sukses gan. good job",barang tepat waktu semoga sukses gan good job,5,Positive
"Good product,,,good seller....recommended banget dah",good product good seller recommended banget dah,4,Positive
"Kualitas Bagus , harga bagus ,  empuk ukuran pas dikaki.. thx seller",kualitas bagus harga bagus empuk ukuran pas dikaki thx seller,5,Positive
Trimaksh barang dh sampe,trimaksh barang dh sampe,3,Neutral
Sipp sesuai gmbar.....,sipp sesuai gmbar,5,Positive
Mantappp dan baguss bnget gann.. thx,mantappp dan baguss bnget gann thx,5,Positive
"Respons cepat, walau ada kendala tapi sangat puas dengan pelayanannya, recommend bgt pokoknya next order lg gan",respons cepat walau ada kendala tapi sangat puas dengan pelayanannya recommend bgt pokoknya next order lg gan,5,Positive
Recomended.. thanks barang nya,recomended thanks barang nya,5,Positive
"Kualitas barang: OK
Pelayanan: cepat & OK
Barang sampai dg selamat
Warna sedikit berbeda dg foto
Harga n barang ""worth it""",kualitas barang ok pelayanan cepat ok barang sampai dg selamat warna sedikit berbeda dg foto harga n barang worth it,3,Neutral
mantap warna ukuran dan beratnya cocok...,mantap warna ukuran dan beratnya cocok,5,Positive
Paket sdh diterima. Bagus sandal gunungnya. Sy suka. Smoga awet dan bermanfaat utk dipakai ke gunung. Terimakasih gan...,paket sdh diterima bagus sandal gunungnya sy suka smoga awet dan bermanfaat utk dipakai ke gunung terimakasih gan,5,Positive
Tanks barang udah nyampe,tanks barang udah nyampe,5,Positive
"bagus,.keren,.semoga awet",bagus keren semoga awet,5,Positive
Barang sudah sampe kang..nyaman dan pas..semoga awet sendalnya dan lancar usahanya..,barang sudah sampe kang nyaman dan pas semoga awet sendalnya dan lancar usahanya,5,Positive
"barang mantabz, respon cepat, ukuran tepat, mantebz mase",barang mantabz respon cepat ukuran tepat mantebz mase,5,Positive
"Barang sesuai gambar. Sebenarnya request warna lain and sdh dinote jg tp tetap dikirim brng yg sesuai gambar.. respond oke.. and kualitas jg bagus
Sukses terus",barang sesuai gambar sebenarnya request warna lain and sdh dinote jg tp tetap dikirim brng yg sesuai gambar respond oke and kualitas jg bagus sukses terus,4,Positive
"pas di kaki, tali webing juga pas panjang nya, gak pendek seperti merek lain",pas di kaki tali webing juga pas panjang nya gak pendek seperti merek lain,5,Positive
bagus sesuai pesanan tapi sayang aku pesennya kegedean,bagus sesuai pesanan tapi sayang aku pesennya kegedean,4,Positive
"Kualitas barang bagus, pengiriman cepat. Recommended seller.",kualitas barang bagus pengiriman cepat recommended seller,5,Positive
trima kasih gan... paket dah sy trima,trima kasih gan paket dah sy trima,5,Positive
trima kasih gan paket dah sy trima,trima kasih gan paket dah sy trima,5,Positive
barang mendarat makasih kang,barang mendarat makasih kang,4,Positive
"Terimakasih, barang sudah sampai",terimakasih barang sudah sampai,5,Positive
"Barang sudah sampai, thanks gan",barang sudah sampai thanks gan,5,Positive
"Barang sudah di terima , terimakasih",barang sudah di terima terimakasih,4,Positive
Bagus kualitas nya .  Trims ya,bagus kualitas nya trims ya,4,Positive
"Thanks ya, barang sesuai foto.. belum dipakai / dicoba sih.. Tapi kelihatan nya oke, mudah2an awet.. Makasih ya Sabertooth",thanks ya barang sesuai foto belum dipakai dicoba sih tapi kelihatan nya oke mudah an awet makasih ya sabertooth,5,Positive
"Bahan Ok, suka...,..........................
..........",bahan ok suka,5,Positive
"Ok terimakasih, mantap",ok terimakasih mantap,5,Positive
Sesuai yg diinginkan dan cepat sampai..,sesuai yg diinginkan dan cepat sampai,5,Positive
"M4ntaApPzZZZ , , , !!! g4 Ru6i daahh ! 👍👍👍",m ntaappzzzz g ru i daahh,5,Positive
keren bangeeet sendal nya bagus... besok2 saya mau pilih jasa pengiriman lain saja. Dari bandung tanggal 9 sampe jakarta tgl 10 tapi saya terima sendal nya tanggal 14...,keren bangeeet sendal nya bagus besok saya mau pilih jasa pengiriman lain saja dari bandung tanggal sampe jakarta tgl tapi saya terima sendal nya tanggal,5,Positive
Sudah diterima dengan baik. Terima kasih,sudah diterima dengan baik terima kasih,5,Positive
Pas sekali aku puas dan sesuai dgn pesanan,pas sekali aku puas dan sesuai dgn pesanan,5,Positive
Good product and good service,good product and good service,5,Positive
"Seller fast response, packing rapi, barang bagus dan memuaskan. Terima kasih.",seller fast response packing rapi barang bagus dan memuaskan terima kasih,5,Positive
kualitas bagus dan nyaman dipakai,kualitas bagus dan nyaman dipakai,5,Positive
Bagus........sesuai foto n orderan,bagus sesuai foto n orderan,5,Positive
"Sandal no 36 nya bagus, jahitan rapi, empuk, kualitas bagus, respon cepat",sandal no nya bagus jahitan rapi empuk kualitas bagus respon cepat,5,Positive
harga g boong..ada harga ada kualitas,harga g boong ada harga ada kualitas,3,Neutral
Never go wrong pakai Sabertooth ukuran kaki raksasa pun ready braaayyy,never go wrong pakai sabertooth ukuran kaki raksasa pun ready braaayyy,5,Positive
"Ukuran sesuai, cuma tapak sendalnya rada berat....sehingga kurang nyaman kalau dipakai. Saran cari bahan yg ringan bakal lebih enak dipakai",ukuran sesuai cuma tapak sendalnya rada berat sehingga kurang nyaman kalau dipakai saran cari bahan yg ringan bakal lebih enak dipakai,4,Positive
Barang keren. Respon seller cepat. Trm ksh.,barang keren respon seller cepat trm ksh,5,Positive
👍👍👍👍👍👍👍👍👍👍👍,,5,Positive
"Packing rapih
sesuai gambar
terima kasih",packing rapih sesuai gambar terima kasih,5,Positive
Sesuai dengan pesanan. Packing rapi.terima kasih gan dan sukses selalu,sesuai dengan pesanan packing rapi terima kasih gan dan sukses selalu,5,Positive
"Barang sesuai deskripsi, kualitas bagus, seller fast respon",barang sesuai deskripsi kualitas bagus seller fast respon,5,Positive
kwalitas okk top banget,kwalitas okk top banget,5,Positive
"Barang sesuai pesanan, Cepat sampai, sandalnya nyaman dipakai, mantappp",barang sesuai pesanan cepat sampai sandalnya nyaman dipakai mantappp,5,Positive
Barang sudah diterima trimakasih,barang sudah diterima trimakasih,5,Positive
"Sesuai dengan gambar, ukuran juga pas dikaki. Yang paling mantap, pengirimannya cepat sekali sampainya..top...👍",sesuai dengan gambar ukuran juga pas dikaki yang paling mantap pengirimannya cepat sekali sampainya top,5,Positive
Biar bintang yang berbicara,biar bintang yang berbicara,5,Positive
"keren banget barang nya, puas sekali.",keren banget barang nya puas sekali,5,Positive
"OK sesuai pesanan. 
Pengiriman juga cepat..",ok sesuai pesanan pengiriman juga cepat,5,Positive
............................................................,,5,Positive
Real pict pengiriman rapi,real pict pengiriman rapi,4,Positive
ok bagus sesuai pesanan,ok bagus sesuai pesanan,5,Positive
"Barang sudah sampai, dan sesuai deskripsi",barang sudah sampai dan sesuai deskripsi,4,Positive
"Barang sudah sampe a..
Keren dan nyaman di pake..ukuran juga pas..suksek terus nya usaha na... Abdi dian..hatur nuhun pisan nya a🙏",barang sudah sampe a keren dan nyaman di pake ukuran juga pas suksek terus nya usaha na abdi dian hatur nuhun pisan nya a,5,Positive
Cepat 1 hr sampai dan sesuai,cepat hr sampai dan sesuai,5,Positive
Makasssih banyak ya sampe nya pas seperti ygdijanjikan hehehe langsung packing deh..,makasssih banyak ya sampe nya pas seperti ygdijanjikan hehehe langsung packing deh,5,Positive
Kualitas produk baik,kualitas produk baik,5,Positive
"Kualitas dan akurasi produk memuaskan, terimakasih",kualitas dan akurasi produk memuaskan terimakasih,5,Positive
"Terima kasih untuk Sandalnya ya kak... 
Respon sellernya cepat n tanpa basa-basi.... 
Mantab dan ga kecewa beli di sini...",terima kasih untuk sandalnya ya kak respon sellernya cepat n tanpa basa basi mantab dan ga kecewa beli di sini,5,Positive
"recommended seller, respon cepat mantap",recommended seller respon cepat mantap,4,Positive
Packaging bagus dan cepat sampai tapi warna beda,packaging bagus dan cepat sampai tapi warna beda,3,Neutral
bagusss lucu banget warnanya!,bagusss lucu banget warnanya,5,Positive
"sip gan, semoga anak saya suka",sip gan semoga anak saya suka,5,Positive
Pas di kaki... Nyaman pakainya... 👍👍,pas di kaki nyaman pakainya,5,Positive
"ok, dah sampe d tempat, thx",ok dah sampe d tempat thx,5,Positive
"Barang sesuai gambar, karet tebal, mudah-mudahan kuat, belum dicoba, makasih",barang sesuai gambar karet tebal mudah mudahan kuat belum dicoba makasih,5,Positive
recomended banget.. sesuai dengan gambar,recomended banget sesuai dengan gambar,5,Positive
"Puas, barang nY bagus tapi nunggu nY lammmmmaaa y",puas barang ny bagus tapi nunggu ny lammmmmaaa y,5,Positive
"Bintang nya ok banget, recomended",bintang nya ok banget recomended,5,Positive
"Good quality product, rapih jahitannya, dan enteng dipake. gak bikin lecet. Nggak nyesel saya beli dua pasang..",good quality product rapih jahitannya dan enteng dipake gak bikin lecet nggak nyesel saya beli dua pasang,5,Positive
Sukak banget sama model dan travel package nya. Akhirnya ada sendal gunung sesuai ukuran. Terimakasih Sabertooth! Produk sesuai dengan foto dan deksripsi. Rekomen banget belanja disini.,sukak banget sama model dan travel package nya akhirnya ada sendal gunung sesuai ukuran terimakasih sabertooth produk sesuai dengan foto dan deksripsi rekomen banget belanja disini,5,Positive
"Nunggu nya lama, tp saya puas brgny cakep",nunggu nya lama tp saya puas brgny cakep,5,Positive
"Paket tiba dengan Slamet H+1, produk sesuai gambar, langsung di test drive :) Fast respon banget, bener2 recommended seller nih. Terima kasih banyak yak, good job..",paket tiba dengan slamet h produk sesuai gambar langsung di test drive fast respon banget bener recommended seller nih terima kasih banyak yak good job,5,Positive
"Sendalnya sedikit agak kebesaran, tp bagus warnanya",sendalnya sedikit agak kebesaran tp bagus warnanya,4,Positive
"Barang sesuai, pas dan cepat sampai. Hatur nuhun..🙏",barang sesuai pas dan cepat sampai hatur nuhun,5,Positive
Makasih banyak barang dah sampe,makasih banyak barang dah sampe,5,Positive
"Barangnya pas mantabbb, recomended seller👍👍",barangnya pas mantabbb recomended seller,5,Positive
"Good quality,komunikatif......................",good quality komunikatif,5,Positive
selalu.puas belanja disini. cuma sayang dari pihak kurirnya error trackingnya. jadi tidak ketahuan barang sudah sampe atau belum,selalu puas belanja disini cuma sayang dari pihak kurirnya error trackingnya jadi tidak ketahuan barang sudah sampe atau belum,5,Positive
"Packing rapi &amp; aman, respon penjual cepat,barang memuaskan",packing rapi amp aman respon penjual cepat barang memuaskan,5,Positive
"Barang OK semoga awet,,,,",barang ok semoga awet,5,Positive
Ukuran pas dan kualitas bagus. Semoga awet.,ukuran pas dan kualitas bagus semoga awet,5,Positive
Kualitas bagus dan nyaman dipakai,kualitas bagus dan nyaman dipakai,5,Positive
sendalnya bagus. sesuai deskripsi dan orderan. dikasih tempat sendalnya jg. thanks gan.,sendalnya bagus sesuai deskripsi dan orderan dikasih tempat sendalnya jg thanks gan,5,Positive
"Kualitas produk good lah, gak kalah sama brand lain. Harga juga bersahabat. Cuman ada sisa bekas produksi aja dikit di telapaknya. Yang lainnya udah Mantap, terimakasih gan",kualitas produk good lah gak kalah sama brand lain harga juga bersahabat cuman ada sisa bekas produksi aja dikit di telapaknya yang lainnya udah mantap terimakasih gan,5,Positive
Barang sampai dgn Selamat...,barang sampai dgn selamat,5,Positive
❃ ᖴᗩST ᒪᙓᘜIT ᖇᙓᙅOᙏᙏᙓᑎᗪᙓᗪ ❃ cuman sayang ada bagian alas sandal yg terkena lem juga,st it o cuman sayang ada bagian alas sandal yg terkena lem juga,4,Positive
Siiippppp...................,siiippppp,5,Positive
Barang bagus respon cepat,barang bagus respon cepat,5,Positive
"terkesan berat dan besar, tetapi empuk dan nyaman, semoga awet... recommended gan",terkesan berat dan besar tetapi empuk dan nyaman semoga awet recommended gan,5,Positive
barang sesuai dengan pesanan...thanks lapak....,barang sesuai dengan pesanan thanks lapak,5,Positive
"Barang sudah diterima, sudah sesuai pesanan. Seller quick response. Rekomended..",barang sudah diterima sudah sesuai pesanan seller quick response rekomended,5,Positive
makasih banyaaaklkkk barang sudah sampaiiiiiiiiiii,makasih banyaaaklkkk barang sudah sampaiiiiiiiiiii,5,Positive
"Barang sudah di terima dengan baik , bagus dan pengiriman cepat",barang sudah di terima dengan baik bagus dan pengiriman cepat,5,Positive
"Pesanan yang ke4x.  Barang bagus, kuat Dan tahan lama.  Penjualnya fast response.  Recommended seller.",pesanan yang ke x barang bagus kuat dan tahan lama penjualnya fast response recommended seller,5,Positive
Sesuai yg d tawarkan..smoga awet &amp; nyaman d pakai,sesuai yg d tawarkan smoga awet amp nyaman d pakai,5,Positive
"Ini sandal.ke 4 yg ada di rumah,1 putus krena pemakaian tiap hari g mau ganti, ...utk gensix lebih mantap ya, tali belakang jg bs dilepas, memudahkan banget.",ini sandal ke yg ada di rumah putus krena pemakaian tiap hari g mau ganti utk gensix lebih mantap ya tali belakang jg bs dilepas memudahkan banget,5,Positive
Ukuran agak terlalu besar dari no.39 yang biasanya dipakai. Selebihnya bagus produknya. Karetnya lebih berat &amp; keras dari perkiraan.,ukuran agak terlalu besar dari no yang biasanya dipakai selebihnya bagus produknya karetnya lebih berat amp keras dari perkiraan,5,Positive
Dikirim dengan warna yg berbeda.,dikirim dengan warna yg berbeda,3,Neutral
"sandal nya mantap sesuai pesanan pokok nya puas, daebak",sandal nya mantap sesuai pesanan pokok nya puas daebak,5,Positive
mantap betul pengiriman amat super cepat,mantap betul pengiriman amat super cepat,5,Positive
mntaap pas lah.. order cepat respon,mntaap pas lah order cepat respon,5,Positive
Barang bagus n pengiriman cepat. Thanks,barang bagus n pengiriman cepat thanks,5,Positive
Recommended seller mantappppp,recommended seller mantappppp,5,Positive
"Produk dah sampe sesuai estimasi dgn kurir YES, walo malem2 nyampe nya
Ini pembelian kedua, dan tidak mengecewakan
Thx seller,, top banget",produk dah sampe sesuai estimasi dgn kurir yes walo malem nyampe nya ini pembelian kedua dan tidak mengecewakan thx seller top banget,5,Positive
"Pesan pas FS warna blue, katanya semua warna redi tapi yang datang tetap merah....",pesan pas fs warna blue katanya semua warna redi tapi yang datang tetap merah,3,Neutral
"WoW.. respon cepat, size sesuai, pesanan sesuai, barang bagus... Rekomen banget belanja disini",wow respon cepat size sesuai pesanan sesuai barang bagus rekomen banget belanja disini,5,Positive
"barang cepat sampe, saya paket 3hari ,1hari sampe.sesuai gambar",barang cepat sampe saya paket hari hari sampe sesuai gambar,5,Positive
"Barang telah diterima dan sesuai display gambar, harga ok, packaging rapih, hanya tinggal dicoba, Thanks.",barang telah diterima dan sesuai display gambar harga ok packaging rapih hanya tinggal dicoba thanks,5,Positive
"Nyaman, ringan n top seller",nyaman ringan n top seller,5,Positive
"Mantap sendalnnya kokoh, bahannya tebal, dan sesuai pesanan semoga awet....",mantap sendalnnya kokoh bahannya tebal dan sesuai pesanan semoga awet,5,Positive
Mantapppp gannnnnn. Recsell,mantapppp gannnnnn recsell,5,Positive
Barangnya sesuai dengan harganya,barangnya sesuai dengan harganya,5,Positive
Pengiriman cepet banget. Kalau sandalnya belum dilihat. Semoga awet tapi aku percaya sama lapak ini. Rekomended banget,pengiriman cepet banget kalau sandalnya belum dilihat semoga awet tapi aku percaya sama lapak ini rekomended banget,5,Positive
............................................................,,5,Positive
barang sesuai dengan pesanan,barang sesuai dengan pesanan,5,Positive
"Kualitas cukup baik, design menarik",kualitas cukup baik design menarik,5,Positive
